Saddam_Hussein_0013.jpg,Saddam_Hussein_0017.jpg,1.0
Svetlana_Koroleva_0001.jpg,Svetlana_Koroleva_0002.jpg,1.0
William_Donaldson_0002.jpg,Andre_Bucher_0001.jpg,0.0
Gilberto_Rodriguez_Orejuela_0001.jpg,Gilberto_Rodriguez_Orejuela_0003.jpg,1.0
Craig_Burley_0001.jpg,Megawati_Sukarnoputri_0005.jpg,0.0
Monica_Seles_0002.jpg,Monica_Seles_0005.jpg,1.0
Carlos_Mesa_0002.jpg,Juan_Carlos_Ferrero_0019.jpg,0.0
Igor_Ivanov_0005.jpg,Igor_Ivanov_0010.jpg,1.0
Martha_Stewart_0002.jpg,Martha_Stewart_0003.jpg,1.0
Sue_Wicks_0001.jpg,Sue_Wicks_0002.jpg,1.0
Hisao_Oguchi_0002.jpg,Gray_Davis_0025.jpg,0.0
Bill_Clinton_0029.jpg,Atal_Bihari_Vajpayee_0005.jpg,0.0
Joschka_Fischer_0012.jpg,Yoriko_Kawaguchi_0011.jpg,0.0
Fujio_Cho_0003.jpg,Fujio_Cho_0004.jpg,1.0
Donald_Pettit_0001.jpg,Donald_Pettit_0003.jpg,1.0
Ralf_Schumacher_0007.jpg,Rick_Barnes_0002.jpg,0.0
Claudia_Pechstein_0004.jpg,Claudia_Pechstein_0005.jpg,1.0
Ai_Sugiyama_0003.jpg,Ai_Sugiyama_0004.jpg,1.0
Catherine_Deneuve_0003.jpg,Catherine_Deneuve_0004.jpg,1.0
William_Hurt_0001.jpg,Milo_Djukanovic_0002.jpg,0.0
Lon_Kruger_0001.jpg,Lon_Kruger_0002.jpg,1.0
Ricardo_Monasterio_0002.jpg,Silvan_Shalom_0002.jpg,0.0
James_Gandolfini_0001.jpg,Erika_Harold_0002.jpg,0.0
Kristin_Davis_0001.jpg,Kalpana_Chawla_0001.jpg,0.0
Arnold_Schwarzenegger_0018.jpg,Jennifer_Capriati_0042.jpg,0.0
Edwina_Currie_0001.jpg,Edwina_Currie_0002.jpg,1.0
Adam_Sandler_0003.jpg,George_W_Bush_0213.jpg,0.0
Natalie_Juniardi_0001.jpg,Ed_Rosenthal_0002.jpg,0.0
